Quality_flag,Bias-start_1,Bias-start_2,Bias-start_3,Bias-start-rationale,Disc-start_1,Disc-start_2,Disc-start_3,Disc-start_4,Disc-start_5,Disc-start_6,Disc-start-rationale,IndFair-1,IndFair-2,IndFair-3,IndFair-4,IndFair-5,IndFair-6,IndFair-7,IndFair-8,IndFair-9,Disc-end_1,Disc-end_2,Disc-end_3,Disc-end_4,Disc-end_5,Disc-end_6,Disc-end-rationale,Bias-end_1,Bias-end_2,Bias-end_3,Bias-end_4,Bias-end-rationale,Percv-work_1,Percv-work_2,Percv-work_3,Percv-work_4,Percv-work_5,Percv-work_6,Percv-work-rationale,Asian_race,Explanation_style,Prolific_Total_approvals,Prolific_Fluent_languages,Prolific_Age,Prolific_Sex,Prolific_Ethnicity_simplified,Prolific_Country_of_birth,Prolific_Country_of_residence,Prolific_Nationality,Prolific_Language,Prolific_Student_status,Prolific_Employment_status,Timer1_Page Submit,Predict1,Rationale1,Timer2_Page Submit,Predict2,Rationale2,Timer3_Page Submit,Predict3,Rationale3,Timer4_Page Submit,Predict4,Rationale4,Timer5_Page Submit,Predict5,Rationale5,Timer6_Page Submit,Predict6,Rationale6,Attention,Attention-ration,Timer7_Page Submit,Predict7,Rationale7,Timer8_Page Submit,Predict8,Rationale8,Timer9_Page Submit,Predict9,Rationale9,Timer10_Page Submit,Predict10,Rationale10,Timer11_Page Submit,Predict11,Rationale11,Timer12_Page Submit,Predict12,Rationale12
green,3,3,4,"I don't think we have the right to impose our cultural values on another culture. Although I would never eat dogs, cats, or horses, I don't think I have the right to criticize other nations for doing so. I don't know about the CCTV spying, so I stayed neutral on that. I do think China should apologize for some of their behavior oppressing others, but I doubt they ever will.",1,1,1,1,1,1,,7,7,1,1,6,1,5,4,9,5,4,5,4,2,4,"The tweets remind me that there a lot of hateful, stupid people in the world.",4,4,5,3,,5,1,1,6,6,2,Reading the tweets was unpleasant. I'm not sure how well I did on the task because so many of the tweets seemed poorly written and hard to understand. Many of them sounded insulting though.,0,NE,1868,English,62,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",23.064,2,The speech didn't seem to be directly aimed at Asian people.,44.799,4,,25.016,2,"Use of the word ""chinks""",20.541,2,Vulgar speech,49.939,4,,41.802,1,Seemed like a slur against the Chinese,4,attention,52.542,4,,19.712,4,Saying that China should make reparations for the virus.,9.517,4,,15.853,2,Insulting to other countries,40.512,2,Derogatory term used,46.106,2,"Don't know what this is saying, but it sounds hateful"
green,4,4,4,,1,1,1,1,1,1,,5,2,1,1,3,2,3,4,9,1,1,1,1,1,1,,4,4,5,4,,3,1,1,6,4,1,,1,NE,1908,English,32,Male,Asian,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,10.115,2,"There's no hate in there, just mentioned trump",8.598,4,,6.423,2,,8.79,2,,5.599,1,,7.661,1,,4,attention,7.893,4,,4.755,1,,4.267,2,,3.885,2,,5.828,1,,3.389,1,
green,3,3,3,,1,1,1,1,1,1,,7,7,1,1,6,1,4,5,9,1,1,1,1,1,1,,3,3,5,3,,2,1,1,6,3,2,,0,NE,698,English,33,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking),29.059,2,,15.371,2,,12.72,2,,13.067,4,,7.903,1,,13.641,1,,4,attention,20.301,1,,6.477,1,,8.564,2,,12.639,2,,19.026,2,,11.304,4,
green,4,5,5,,1,1,1,1,1,1,,7,2,4,4,3,3,3,3,9,1,1,1,1,1,1,,5,4,5,5,,4,1,1,6,5,1,,1,NE,1155,English,50,Male,Asian,Japan,United States,United States,English,No,Unemployed (and job seeking),29.82,2,,18.595,4,,36.429,2,It is Asian hate speech but not COVID related.,8.305,4,,19.731,1,,26.893,1,,4,attention,21.062,4,,11.747,4,,8.344,1,,23.93,2,It's Asian hate speech but not COVID related.,7.457,1,,25.649,4,
green,1,4,4,,1,1,1,1,1,1,,7,2,1,1,3,1,4,3,9,2,2,2,2,1,1,,4,1,5,4,,5,1,1,5,5,2,,1,NE,845,English,30,Male,Asian,United States,United States,United States,English,No,DATA_EXPIRED,22.412,2,,27.146,4,,6.878,1,,6.39,4,,14.486,4,,27.895,4,,4,attention,10.021,4,,3.563,4,,7.298,1,,22.21,1,,14.431,2,,11.951,4,
green,2,5,3,,3,2,3,4,2,2,,7,6,1,1,6,1,3,4,5,4,4,4,4,2,2,,3,3,5,5,,5,2,4,7,6,4,,0,NE,480,English,DATA_EXPIRED,Female,White,United States,United States,United States,English,No,Other,23.707,2,,14.971,1,,12.003,1,,6.97,2,,10.483,1,,7.503,1,,4,attention,9.007,1,,8.402,1,,4.204,1,,2.447,1,,3.483,1,,10.382,1,
green,2,3,3,I honestly don't know much about these statements or the truthfulness behind them. ,3,3,3,4,4,3,,7,6,1,1,6,1,4,4,9,4,3,4,3,3,3,,3,2,5,3,,5,1,1,3,5,5,Some of them were hard to rate as they were hateful but didn't mention Covid....so I wasn't necessarily sure what the right response was. ,0,NE,794,English,34,Female,White,United States,United States,United States,English,No,Other,37.239,2,,12.705,2,,22.584,2,"It didn't mention Covid, but was hateful for sure. ",17.747,4,,6.063,1,,7.01,1,,4,attention,11.085,4,,4.836,1,,4.749,1,,6.705,2,It was hateful but it did not mention Covid. ,5.368,1,,9.966,1,
green,4,5,3,"I realize societies differ in their norms, however  I cannot get past humans eating dogs as they are mans best friend in my mind. Dogs and humans have had a symbiotic relationship back to early man.",2,1,1,2,1,1,,7,7,1,1,6,1,3,3,9,4,3,3,2,1,2,The negativity online is maddening sometimes.,3,4,5,5,,5,2,1,6,5,4,,0,NE,280,English,57,Male,White,United States,United States,United States,English,No,Full-Time,167.814,2,,30.462,4,relates to human rights violations CCP,20.623,1,"""Chinks"" is hurtful speech",28.899,4,,14.237,4,,24.18,4,,4,attention,49.457,4,calling out ccp not Asian people,11.813,4,calling out government not Asian people,36.497,1,,29.087,2,,15.432,1,,19.374,1,
green,2,2,1,,2,2,2,2,2,1,,5,2,4,2,2,2,4,3,8,2,2,2,2,2,2,,2,2,5,2,,4,1,4,6,5,2,,1,NE,6057,"Chinese, English",50,Male,Asian,Taiwan,United States,United States,English,No,Full-Time,22.005,4,,12.552,2,,28.527,2,,19.041,4,,20.241,1,,9.89,1,,4,attention,18.485,2,,3.161,1,,2.822,1,,5.423,2,,4.271,1,,6.945,1,
green,2,2,3,,1,1,1,1,1,1,,7,1,3,1,2,2,4,3,9,2,2,2,1,1,4,,2,1,5,2,,1,1,1,7,2,3,,1,NE,1092,"Chinese, English",23,Female,Asian,United States,United States,United States,Chinese,Yes,Part-Time,18.564,4,It doesnt seem to be targeting asian people directly,9.077,4,,7.065,1,using slurs,5.771,2,,6.898,1,,12.82,1,,4,attention,68.803,4,,5.6,4,,4.904,1,,4.245,1,,3.049,1,,12.776,2,
green,4,3,4,,3,2,2,3,4,4,,7,7,1,1,5,1,2,1,8,3,2,3,2,2,3,,2,2,5,4,,5,4,4,3,4,5,,1,NE,2855,English,25,Male,Asian,United States,United States,United States,English,Yes,Full-Time,13.53,4,,17.201,2,,16.161,2,"""The Chinks""",12.23,1,,13.718,1,,6.493,1,,4,attention,21.351,1,,27.178,2,,6.446,1,,17.059,1,,10.967,2,,7.83,2,
yellow,3,2,2,,1,1,1,1,1,1,,6,5,1,1,6,1,1,4,9,1,1,1,1,1,1,,2,3,5,2,,1,1,1,7,1,1,,0,NE,1647,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,32.205,4,,9.903,1,,12.496,2,,11.304,1,,32.2,1,,8.896,1,,4,,42.606,2,,6.577,1,,5.402,1,,6.997,2,,11.064,1,,7.173,1,
green,3,4,4,,1,1,1,1,1,1,,2,6,1,1,6,1,4,3,5,2,2,1,1,1,1,,3,2,5,4,,3,1,1,7,7,1,,0,NE,1127,English,28,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,19.655,4,,12.484,2,,6.633,1,,5.102,2,,3.682,1,,3.316,1,,4,attention,10.015,4,,3.463,2,,3.762,1,,2.644,1,,7.3,2,,3.815,1,
red,2,2,1,,1,1,1,2,2,1,,5,2,3,1,1,1,4,2,9,1,1,2,1,1,1,,1,1,5,1,,5,4,1,6,3,3,,1,NE,1751,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,44.634,4,,6.961,1,,5.823,2,,5.67,1,,29.297,1,,8.209,1,,1,,2.748,1,,36.152,2,,1.82,1,,5.303,1,,3.271,1,,4.327,1,
yellow,1,1,1,,1,1,1,1,1,1,,7,7,3,1,1,2,3,2,9,1,1,1,1,1,1,,1,1,5,1,,1,1,1,1,1,1,,1,NE,1069,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,16.566,4,,8.994,2,,6.032,2,,4.794,2,,10.28,1,,9.026,2,,4,,8.349,1,,7.607,2,,4.792,1,,4.37,2,,6.098,1,,7.438,1,
green,2,4,4,,1,1,1,1,1,1,,7,7,1,1,3,2,4,2,8,2,1,2,1,1,1,,4,2,5,4,,4,2,1,7,7,2,,1,NE,1087,English,36,Male,Asian,United States,United States,United States,English,No,Unemployed (and job seeking),23.645,4,,20.442,2,,24.939,2,,4.968,4,,11.975,2,,12.24,1,,4,attention,15.863,4,,4.435,4,,9.221,2,,6.998,2,,7.321,2,,8.77,2,
green,2,3,3,,2,2,2,2,1,1,,7,7,1,1,6,1,4,3,5,2,2,3,2,1,2,,2,2,5,3,,4,1,2,6,6,3,,0,SM,1296,English,31,Male,White,United States,United States,United States,English,No,Full-Time,30.29,1,,37.2,2,,11.056,2,,26.554,4,,5.243,1,,9.732,1,,4,Attention,31.557,1,,28.078,1,,7.383,1,,18.701,2,,7.27,1,,14.214,1,
green,3,4,3,"Some locations in China do eat dogs, but as for Korea and cats/horses I'm not sure. China does need to apologize but more to its own citizens",2,2,3,1,1,2,,7,7,1,1,6,2,5,4,9,2,2,3,1,1,2,,4,3,5,5,,4,1,1,7,4,2,,0,SM,5495,English,30,Female,White,United States,United States,United States,English,No,Full-Time,40.224,1,Often when people call it the 'Chinese virus' tend to be at least a little racist,77.996,2,,86.556,1,,6.031,4,,67.965,1,,6.344,1,,4,attention,21.349,4,"It did specify that it's not the Chinese people just the CCP, which doesn't seem racist to me.",22.399,4,It is more about the CCP than targeted Asian hate,61.139,1,,10.084,2,"They seem like an equal opportunist, hating most of everything equally, it's kind of in the middle as they hate the country but not necessarily the people.",7.315,1,They tried to beat the algorithm by typing 'nibbas' instead of using the g,23.35,1,
green,4,4,4,culture is different ,3,3,3,1,1,1,,7,7,1,1,3,1,5,5,9,4,3,3,4,1,3,,4,4,5,4,,6,5,3,6,6,5,,1,SM,4237,English,57,Female,Asian,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,11.565,1,,24.932,4,,9.121,2,,14.144,1,,4.223,1,,6.239,1,,4,attention,26.171,4,,14.674,1,,9.692,1,,4.919,1,,5.759,1,,8.834,1,
green,1,4,2,,1,1,1,1,1,1,,5,6,3,1,4,1,4,3,9,2,2,2,3,3,2,,1,1,5,4,,2,2,1,1,2,2,,1,SM,243,English,24,Male,Asian,United States,United States,United States,English,No,Part-Time,25.52,1,,7.412,4,,4.947,1,,4.468,4,,5.044,1,,9.896,1,,4,attention,15.758,4,,8.791,1,,3.382,1,,7.688,4,,15.861,4,,10.446,2,
green,4,3,3,I think they are a little too harsh with their policy.,1,1,1,1,1,1,,7,7,3,1,5,1,5,4,8,1,1,1,1,1,1,,3,3,5,3,,1,1,1,1,1,1,,1,SM,1827,English,26,Male,Asian,United States,United States,United States,English,No,Part-Time,21.192,1,It calls it the chinese virus.,12.656,2,It doesn't explicitly mention the things that are bad.,150.704,1,It just uses deragatory naming.,9.462,4,Doesn't mention asians.,4.278,2,They call the virus the chinese virus.,5.976,4,Nothing.,4,attention,8.928,2,Not sure.,4.521,4,It just states an opinion.,3.707,1,,5.569,2,,6.003,4,,9.914,2,
green,3,2,2,,1,1,1,1,1,1,,7,7,3,1,6,1,4,3,9,2,2,3,2,1,2,,3,4,5,3,,2,1,3,7,1,1,,0,SM,798,English,34,Female,White,United States,United States,United States,English,No,Full-Time,17.989,1,,17.869,2,,8.904,2,,18.193,2,,5.752,1,,13.782,1,,4,attention,16.101,2,,6.88,1,,5.806,1,,4.203,2,,5.552,1,,16.9,2,
green,3,4,3,They do use cctv to spy on their people,2,2,2,2,2,2,,5,7,3,1,5,2,4,3,4,3,3,3,3,3,3,,3,3,5,4,,4,1,1,6,4,3,,1,SM,4833,English,32,Male,Asian,United States,United States,United States,English,No,Full-Time,13.428,1,They said it was a chinese virus,17.816,4,,13.332,2,not talking about covid,17.382,2,mentioned covid,4.064,1,,6.063,1,,4,attention,34.145,2,against ccp,20.619,4,,4.499,1,,4.579,2,,6.318,1,,6.89,1,
green,1,4,3,,2,1,1,2,2,1,,1,1,1,1,1,1,4,3,9,1,1,1,1,1,1,,3,1,5,4,,2,2,2,6,5,2,,1,SM,1593,English,27,Male,Asian,United States,United States,United States,English,No,Full-Time,12.274,1,,5.812,1,,8.212,2,,5.853,4,,2.807,1,,6.135,1,,4,attention,7.127,1,,5.068,1,,3.599,1,,3.2,1,,5.499,1,,5.291,1,
green,2,4,5,,4,4,4,1,2,3,,2,6,1,1,6,1,5,4,4,2,2,2,2,2,2,,4,4,5,4,,1,1,1,6,4,2,,0,SM,3004,English,29,Female,White,United States,United States,United States,English,No,Full-Time,25.177,1,,5.478,1,,6.198,1,,18.533,2,,128.149,1,,5.331,1,,4,attention,9.191,4,,6.094,4,,3.62,1,,10.214,1,,3.956,1,,32.551,1,
green,4,4,4,,2,3,2,2,2,1,,7,7,3,1,1,2,4,5,4,3,3,2,3,2,2,,4,4,5,4,,5,2,1,6,5,2,,1,SM,245,"Chinese, English",23,Male,Asian,United States,United States,United States,Chinese,No,Full-Time,52.479,1,,60.144,4,,103.767,2,,39.085,2,,12.635,1,,25.998,1,,4,attention,29.601,4,,18.446,4,,10.263,1,,10.338,2,,28.201,4,,31.751,1,
green,1,4,4,The people are just as normal and as accepting as anywhere else with general society standards. But sadly their government is like many others and does many wrong things.,1,1,1,1,1,1,,7,7,1,1,6,1,4,3,8,3,1,3,1,1,1,,4,1,5,4,,2,1,1,7,3,1,,0,SM,1523,English,26,Male,White,United States,United States,United States,English,No,Full-Time,37.078,1,It is both hateful towards a race and directly mentions a nickname for the virus.,50.628,2,It definitely seems to send hatred but there is no mention of the virus.,148.981,2,Several slurs but zero mention of the virus.,27.232,2,It is simply made to insult somebody but not covid or asian people.,33.293,1,"Calling it the ""chinese virus"" is obvious asian hate.",106.397,1,,4,attention,100.528,4,It attacks the government of china but not the people and rightfully so.,93.108,4,,10.869,1,It seems to insult the chinese people and reference the virus.,67.051,1,,7.746,1,It seems aggresive especially towards chinese people and talks of the virus.,16.485,1,It reeks of blind ignorance and bigotry.
green,3,4,4,"Eating habits in other cultures shouldn't be judged by western cultural traditions. Yes, they do spy on individuals and opposition groups.",1,1,1,1,1,1,,7,7,2,1,6,1,4,3,9,1,1,1,1,1,1,,3,2,5,4,"An apology for what? Again, these are cultural norms for some eastern cultures, Yes, china does spy on its people.",1,1,1,6,1,1,,0,SM,4819,English,81,Male,White,United States,United States,United States,English,No,DATA_EXPIRED,41.56,1,"Words, corona and chinese.",33.856,4,"refers to chinese, but not in a covid context",28.951,2,all the bad and significant words,10.763,2,highlighted words indicate hate speech,27.038,1,"contains ""Chinese"" and ""virus"".",19.289,1,pretty obvious on this one,4,attention,62.397,1,"China, Virus",22.768,1,"China, CCP virus",17.529,1,"Chinese, @chinavirus",16.463,2,"China, but no virus ref.",15.16,1,China and coronavirus words,25.402,1,Wuhan and virus words and other derogatory words
green,2,4,3,,2,2,2,1,1,1,,7,6,1,1,6,1,4,4,9,2,3,3,3,1,2,,2,3,5,4,,4,2,2,7,5,2,,0,SM,219,English,28,Female,White,United States,United States,United States,English,No,DATA_EXPIRED,28.694,1,,15.242,2,,11.904,2,,19.496,2,,4.355,1,,10.046,1,,4,Attention,13.502,1,,3.442,1,,5.719,1,,7.574,2,,4.872,1,,9.757,1,
green,1,3,2,,2,2,1,1,1,2,,5,7,3,1,3,2,5,3,9,2,2,3,2,1,2,,2,1,5,3,,5,1,2,6,4,1,,1,SM,5059,English,27,Male,Asian,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,19.163,1,calling it a chinese virus is hateful,15.958,4,not enough there to call it truly hateful,64.707,1,,13.529,4,I think it is intended more as a joke towards a friend,7.18,1,chinese virus is a hateful term,5.652,1,,4,attention,19.752,4,it's not hateful but the obsession with the CCP is still worrying,12.071,4,Not inherently hateful because it places blame on the government rather than the people,5.048,1,,4.748,1,they literally call themselves xenophobic,9.375,1,associating anything made in china with covid is hateful,17.272,1,
green,2,5,5,,5,3,4,4,2,4,,2,6,4,1,4,1,4,5,4,5,4,4,4,2,4,,5,2,5,5,,6,3,1,6,4,2,,1,SM,4481,English,35,Female,Asian,United States,United States,United States,English,No,Full-Time,29.492,1,"The previous tweet focuses on calling COVID the ""Chinese Virus"", which has some connotation of hate.",21.385,2,"The tone of the entire tweet - especially the usage of the word ""swallowing"" - sounds accusatory and rude.",37.614,2,"The tweet uses the word ""Chinks"", which is definitely derogatory.",25.737,4,The tweet sounds more like a sarcastic joke than an actual hateful one.,28.377,2,"It doesn't say COVID, but just describing it as a ""Chinese virus"" sounds hateful.",30.648,4,"The tweet sounds derogatory, but it comes off more as a sarcastic joke than an actual hateful tweet.",4,attention,23.535,4,"The tweet places sole blame on the CCP, but not on Chinese people.",21.262,4,I don't think the tweet is hateful towards China as much as it is putting the blame on the CCP's responsibility in all of this.,24.49,1,"The tweet specifically refers to the ""Chinese virus"" and calls Chinese ""losers"".",13.355,2,The tweet specifically mentions xenophobia.,14.821,1,The tweet implies that anything made in China might be contaminated with coronavirus because that's where the tweeter believes the virus originated.,29.478,1,The tweet mentions Wuhan specifically and criticizes the use of masks.
green,1,3,4,,1,1,1,1,1,1,,2,1,2,1,2,2,5,3,9,1,1,1,1,1,1,,4,1,5,3,,5,1,1,6,1,1,,1,SM,1959,"Chinese, English",23,Male,Asian,United States,United States,United States,Chinese,No,DATA_EXPIRED,24.508,1,hate,98.142,2,not related to covid because it doesn't mention anything about covid,97.828,2,They are hating on the Koreans as well as the Chinese and calling them cowards,11.876,2,,4.12,1,,6.653,1,,4,attention,14.376,2,,6.517,1,,35.499,1,,5.231,2,,2.676,1,,3.579,1,
yellow,3,5,5,,2,1,2,3,1,1,,7,5,1,1,6,1,4,3,4,4,3,4,4,1,1,,4,3,5,5,,5,1,2,5,4,3,,0,SM,3475,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,9.017,1,,18.36,2,The tweet is antagonistic against China but doesn't mention COVID,32.319,1,Despite the fact that this tweet doesn't mention COVID it still uses a racial slur against Chinese and Asian people,14.186,4,This tweet is inappropriate but not hateful,9.125,1,,8.334,1,This is both innapropriate and hateful against Asians,4,,33.694,4,This tweet is directing anger at the CCP and not Asians or China.,11.232,1,,6.057,1,,7.548,1,,18.061,1,,15.418,2,
green,2,5,5,,1,1,1,1,1,1,,7,7,1,1,6,1,1,2,9,1,1,1,1,1,1,,5,2,5,5,,2,1,1,7,4,1,,0,SM,3654,English,59,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",302.737,1,,16.727,1,,79.489,2,,26.965,2,,11.238,1,,37.202,1,,4,attention,37.71,4,,18.033,1,,9.77,1,,10.544,2,,9.634,1,,23.741,1,
green,2,1,1,,1,1,1,1,1,1,,7,7,3,1,6,1,4,3,9,1,1,1,1,1,1,,1,1,5,1,,7,6,1,7,6,1,,0,SM,3867,English,53,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,45.357,1,,82.286,2,,51.323,4,,57.568,4,,16.87,1,,19.55,1,,4,attention,98.433,4,,20.948,1,,12.977,1,,18.847,1,,14.954,1,,34.357,4,
green,2,3,3,,4,4,4,4,2,4,,5,2,2,2,4,2,4,4,8,4,4,4,4,3,4,,3,3,5,3,,2,1,1,7,2,4,,1,SM,1137,"English, Laotian",43,Male,Asian,Thailand,United States,United States,English,No,Part-Time,38.9,1,,43.764,1,,14.039,1,,12.376,1,,12.354,1,,10.21,1,,4,attention ,27.598,4,,17.844,1,,7.725,1,,11.001,1,,26.779,1,,40.615,4,the tweet is confusing. if there was a I'm not sure option I would select that
green,3,3,3,,2,2,2,2,2,2,,7,7,1,1,6,1,4,4,9,2,2,2,2,2,2,,3,3,5,3,,4,2,2,6,4,2,,0,SM,5390,English,64,Female,White,United States,United States,United States,English,No,Part-Time,13.201,1,,23.024,2,,13.842,2,,15.925,2,,7.055,1,,15.342,1,,4,attention,16.304,1,,40.749,1,,12.61,1,,23.286,2,,10.265,1,,12.103,1,
green,3,3,3,These statements sound false.,1,1,1,1,1,1,I'm in a high vibratory state.,7,7,1,1,8,1,3,3,9,1,1,1,1,1,1,,3,3,5,3,,5,3,2,7,7,1,,0,SM,1219,"English, Spanish",37,Male,White,United States,United States,United States,English,DATA_EXPIRED,Full-Time,5.773,1,The language used is racially motivated.,93.386,1,The statement is very negative toward Chinese government.,17.444,2,,22.92,4,,38.657,1,,5.891,1,,4,attention,31.844,1,,44.511,4,,6.1,2,,10.802,2,,7.973,1,,14.526,1,
green,1,4,3,,3,3,3,3,3,3,,7,2,1,1,4,2,4,2,5,4,4,4,4,4,4,,3,1,5,4,,3,1,1,4,7,1,,1,SM,2204,English,25,Female,Asian,United States,United States,United States,Vietnamese,Yes,Other,15.032,1,,10.201,2,,5.869,2,,4.617,4,,3.613,1,,9.898,1,,4,attention,8.431,4,,4.429,4,,6.32,1,,6.581,2,,7.099,1,,10.679,2,
green,1,1,4,,4,4,4,4,4,4,,7,7,3,1,4,3,4,4,9,4,4,4,4,4,4,,4,1,5,1,,6,5,4,6,6,6,,1,SM,3916,"English, Japanese",30,Male,Asian,United States,United States,United States,Vietnamese,No,Full-Time,12.732,1,,12.997,1,,17.594,1,,11.331,2,,11.747,1,,11.371,2,,4,attention,12.573,2,,7.873,2,,11.858,1,,12.645,1,,12.864,1,,21.419,2,
green,4,5,5,Chinese communist party is aggressive and wants to dominate the world stage with force and unethical methods without caring for the people other governments and nations. They use aggressive tactics militarily and have no regard for other militaries or commercial traffic,2,2,2,2,2,3,,5,2,3,1,5,3,5,4,5,2,2,2,2,2,2,,4,4,5,4,,5,3,1,7,7,2,,1,SM,2962,"English, Hindi, Telugu, Rather not say",44,Male,Asian,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,29.301,1,Usage of the term Chinese virus  seems hate crime,38.387,1,It's a direct attach on the Chinese,24.341,1,Usage of the term chinks is hate speech,8.317,1,Profanity deems hate,12.205,1,The term Chinese Virus is hate speech,10.917,1,Profanity and a lot of hate words,4,attention,16.401,1,It's a direct attack on CCP without any basis for facts or checks ,23.348,2,No direct attack or derogatory terms,15.206,1,Derogatory or hateful slang terms ,10.463,1,Profanity and derogatory terms and a direct attack on Chinese ,5.598,1,Derogatory and disrespectful terms,8.432,1,Director attack using profanity and derogatory terms
green,1,2,2,I dont believe in Asian hate,3,3,4,4,4,2,N/A,2,7,1,1,6,1,5,5,3,3,4,4,4,4,3,,2,1,5,1,,4,1,1,5,7,2,,0,SM,567,English,30,Female,White,United States,United States,United States,English,Yes,Full-Time,26.507,1,,10.306,1,,22.502,1,,17.06,2,,29.646,1,,9.824,1,,4,attention,17.274,1,,7.742,1,,6.591,1,,13.501,2,,12.704,1,,7.646,1,
green,4,5,5,,4,5,5,4,2,5,,1,1,5,4,2,2,5,5,3,5,4,5,5,3,5,,5,4,5,5,,6,1,2,7,5,6,,1,SM,3468,"Chinese, English",34,Female,Asian,Hong Kong,United States,United States,Chinese,Yes,Full-Time,35.554,1,,14.389,2,,19.505,2,,6.706,2,,3.632,1,,6.564,1,,4,attention,14.239,2,,6.086,1,,5.87,1,,5.352,2,,7.903,1,,6.063,1,
green,1,4,4,,1,1,1,1,1,1,,7,7,5,4,1,2,3,4,9,2,2,2,1,1,1,,4,1,5,4,,4,2,4,4,6,2,,1,SM,1700,"Chinese, English",34,Male,Asian,China,United States,United States,Chinese,No,Full-Time,16.468,1,,17.809,4,,20.323,2,,11.777,4,,5.009,1,,8.601,1,,4,attention,7.402,1,,9.627,1,,6.048,1,,7.238,2,,8.5,1,,10.06,4,
green,4,5,5,,4,4,4,3,4,4,,7,2,3,2,3,2,4,4,5,3,2,2,2,2,1,,5,4,5,5,,3,1,1,7,7,1,,1,SM,702,English,31,Male,Asian,China,United States,United States,Vietnamese,No,Full-Time,15.816,1,,16.248,4,,11.67,2,,6.543,4,,8.253,1,,8.864,1,,4,attention,10.907,2,,6.757,4,,5.023,1,,5.361,2,,5.974,1,,8.897,1,
green,2,3,3,,1,1,1,1,1,1,,5,2,1,1,3,1,5,3,4,1,1,2,1,1,1,I accidentally clicked a wrong choice while rating and I feel a little bad about it.,3,2,5,3,,5,2,4,5,4,4,,1,SM,2939,English,28,Female,Asian,United States,United States,United States,English,No,Unemployed (and job seeking),41.838,1,,16.986,1,,28.451,2,"It mentions Asians, but not Covid",31.183,2,"Doesn't mention Asians, but does mention Covid. The tweet might be construed as hateful.",15.89,1,,12.771,1,,4,attention,25.282,4,"I think going by the examples for non-hateful tweets, this does not count as hateful. It's not racist at least, but maybe could be xenophobic still.",13.612,4,,5.781,1,,16.554,2,Doesn't mention COVID but is hateful to China.,7.274,1,,18.488,1,
green,1,1,1,,1,1,1,1,1,1,,6,7,2,1,6,1,4,3,4,4,4,4,1,1,4,"I've seen many messages like the ones shown in this study. For Asian Americans, there are constantly people expressing hate in the replies on Twitter. Seeing all these example posts reminds me of how bad it has become.",1,1,5,1,,4,1,2,6,4,5,,0,SM,901,English,35,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,40.928,1,"By referring to a ""Chinese virus"", the post implies that all Chinese people are responsible for COVID",22.5,4,"The post is anti-China, but it seems only to refer to actions by the government of China rather than the people of China",37.871,2,"It's not specifically COVID related, but it is expressing hate for ethnic Chinese people living on the Korean peninsula",14.991,4,This post doesn't refer to any particular group at all; it seems like the kind of post that someone would jokingly make to a friend,12.538,1,"By emphasizing ""Chinese virus"", the post is inviting hatred towards all Chinese and other East Asian people",33.068,2,"This tweet mentions COVID, but it's not really the focus of the message; it's more a generic trolling-type post",4,attention,39.758,1,"This post tries to make a distinction between the government of China and the people of China, but I think it fails in that regard. The tone of the post invites people to blame all of China for the virus, and by extension all East Asian people around the world.",11.028,1,This post encourages retribution against China; some people will take that as encouragement to carry out acts of hate against Asian Americans.,14.549,1,"This post refers to a ""Chinese virus"" and encourages a negative stereotype against Chinese people.",27.878,2,"This post does not mention COVID, but the person posting is just openly xenophobic.",13.419,1,"This post perpetuates the idea that China is responsible for COVID, as well as the harmful idea that anything to do with China is dangerous, as if the virus could be transmitted by objects shipped from across the world.",20.867,1,"Mentioning the context of the city of Wuhan plays into the anti-Chinese narrative of COVID origins, as if the entire city or entire country is responsible for the outbreak."
